"ид_канала_данных","тип_инж_системы","тип_датчика","тег_инженерной_системы","название_датчика","ид_объект"
95409,Диспетчерский контроль,Переключатель,"257-3.1.2.1.",Управление Вентилятор В30 ПК459,3388
95418,Диспетчерский контроль,Переключатель,"257-3.1.2.10.",Управление Вентилятор В39 ПК585+5,3388
95410,Диспетчерский контроль,Переключатель,"257-3.1.2.2.",Управление Вентилятор В31 ПК474,3388
95412,Диспетчерский контроль,Переключатель,"257-3.1.2.4.",Управление Вентилятор В33 ПК491,3388
95413,Диспетчерский контроль,Переключатель,"257-3.1.2.5.",Управление Вентилятор В34 ПК510,3388
95414,Диспетчерский контроль,Переключатель,"257-3.1.2.6.",Управление Вентилятор В35 ПК526,3388
95415,Диспетчерский контроль,Переключатель,"257-3.1.2.7.",Управление Вентилятор В36 ПК557,3388
95416,Диспетчерский контроль,Переключатель,"257-3.1.2.8.",Управление Вентилятор В37 ПК572,3388
95417,Диспетчерский контроль,Переключатель,"257-3.1.2.9.",Управление Вентилятор В38 ПК585,3388
95425,Диспетчерский контроль,Переключатель,"257-3.1.2.23.",Управление ФВ1 (В30),3388
95434,Диспетчерский контроль,Переключатель,"257-3.1.2.32.",Управление ФВ10 (В39),3388
95426,Диспетчерский контроль,Переключатель,"257-3.1.2.24.",Управление ФВ2 (В31),3388
95427,Диспетчерский контроль,Переключатель,"257-3.1.2.25.",Управление ФВ3 (В32),3388
95428,Диспетчерский контроль,Переключатель,"257-3.1.2.26.",Управление ФВ4 (В33),3388
95429,Диспетчерский контроль,Переключатель,"257-3.1.2.27.",Управление ФВ5 (В34),3388
95430,Диспетчерский контроль,Переключатель,"257-3.1.2.28.",Управление ФВ6 (В35),3388
95431,Диспетчерский контроль,Переключатель,"257-3.1.2.29.",Управление ФВ7 (В36),3388
95432,Диспетчерский контроль,Переключатель,"257-3.1.2.30.",Управление ФВ8 (В37),3388
95433,Диспетчерский контроль,Переключатель,"257-3.1.2.31.",Управление ФВ9 (В38),3388
96461,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.21.", АНС Н1,3388
96462,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.24.", АНС Н2,3388
96463,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.27.", АНС Н3,3388
96455,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.3.", АНС Н1,3388
96456,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.6.", АНС Н2,3388
96457,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.9.", АНС Н3,3388
96458,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.12.", АНС Н1,3388
96459,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.15.", АНС Н2,3388
96460,Диспетчерский контроль,Состояние насоса,"257-4.3.1.1.18.", АНС Н3,3388
96318,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.20.",Группа ГРО1 ПК0-11,3388
96475,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.29.",Группа ГРО10 ПК123-144,3388
96319,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.21.",Группа ГРО2 ПК11-26,3388
96320,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.22.",Группа ГРО3 ПК26-39,3388
96321,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.23.",Группа ГРО4 ПК39-50,3388
96322,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.24.",Группа ГРО5 ПК50-66,3388
96473,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.25.",Группа ГРО6 ПК66-77,3388
96323,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.26.",Группа ГРО7 ПК77-86,3388
96474,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.27.",Группа ГРО8 ПК86-106,3388
96324,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.28.",Группа ГРО9 ПК106-123,3388
96466,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.4.",ФАО2 (ПК77-144),3388
96465,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.3.",ФАО1 (ПК77-0),3388
96313,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.8.",Фидер ФВ1 (В1-В5),3388
96469,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.10.",Фидер ФВ2 (В6-В7),3388
96470,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.12.",Фидер ФВ3 (В8),3388
96471,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.14.",Фидер ФВ4 (В9),3388
96472,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.16.",Фидер ФВ5 (В10),3388
96312,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.5.",Фидер ФТС,3388
96467,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.6.","Фидер ФАНС1 (АНС ПК26, ПК77)",3388
96468,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.7.",Фидер ФАНС2 (АНС ПК106),3388
96464,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.1.",ФРО1 (ГРО1-6),3388
96311,Диспетчерский контроль,Состояние фазы,"257-4.3.1.2.2.",ФРО2 (ГРО7-10),3388
96476,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.1.",Вентилятор В1 ПК11 ,3388
96480,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.16.",Вентилятор В10 ПК123,3388
96327,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.2.",Вентилятор В2 ПК26,3388
96477,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.3.",Вентилятор В3 ПК39,3388
96328,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.4.",Вентилятор В4 ПК50,3388
96329,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.5.",Вентилятор В5 ПК66,3388
96330,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.6.",Вентилятор В6 ПК66,3388
96331,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.7.",Вентилятор В7 ПК77,3388
96332,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.8.",Вентилятор В8 ПК106,3388
96336,Диспетчерский контроль,Состояние вентилятора,"257-4.3.1.3.12.",Вентилятор В9 ПК106,3388
96372,Диспетчерский контроль,Переключатель,"257-4.3.2.17.",Управление В1 ПК11,3388
96381,Диспетчерский контроль,Переключатель,"257-4.3.2.26.",Управление В10 ПК123 ,3388
96373,Диспетчерский контроль,Переключатель,"257-4.3.2.18.",Управление В2 ПК26,3388
96374,Диспетчерский контроль,Переключатель,"257-4.3.2.19.",Управление В3 ПК39,3388
96375,Диспетчерский контроль,Переключатель,"257-4.3.2.20.",Управление В4 ПК50,3388
96376,Диспетчерский контроль,Переключатель,"257-4.3.2.21.",Управление В5 ПК66,3388
96377,Диспетчерский контроль,Переключатель,"257-4.3.2.22.",Управление В6 ПК66,3388
96378,Диспетчерский контроль,Переключатель,"257-4.3.2.23.",Управление В7 ПК77,3388
96379,Диспетчерский контроль,Переключатель,"257-4.3.2.24.",Управление В8 ПК106,3388
96380,Диспетчерский контроль,Переключатель,"257-4.3.2.25.",Управление В9 ПК106,3388
96359,Диспетчерский контроль,Переключатель,"257-4.3.2.1.",Управление ФАО1 (ПК0-77),3388
96360,Диспетчерский контроль,Переключатель,"257-4.3.2.2.",Управление ФАО2 (ПК77-144),3388
96366,Диспетчерский контроль,Переключатель,"257-4.3.2.8.",Управление ФВ1 (В1-В5),3388
96367,Диспетчерский контроль,Переключатель,"257-4.3.2.9.",Управление ФВ2 (В6-В7),3388
96368,Диспетчерский контроль,Переключатель,"257-4.3.2.10.",Управление ФВ3 (В8),3388
96369,Диспетчерский контроль,Переключатель,"257-4.3.2.11.",Управление ФВ4 (В9),3388
96370,Диспетчерский контроль,Переключатель,"257-4.3.2.12.",Управление ФВ5 (В10),3388
96363,Диспетчерский контроль,Переключатель,"257-4.3.2.5.",Управление ФТС,3388
96364,Диспетчерский контроль,Переключатель,"257-4.3.2.6.","Управление ФАНС1 (АНС ПК26, ПК77)",3388
96365,Диспетчерский контроль,Переключатель,"257-4.3.2.7.",Управление ФАНС2 (АНС ПК106),3388
96361,Диспетчерский контроль,Переключатель,"257-4.3.2.3.",Управление ФРО1 (ГРО1-6),3388
96362,Диспетчерский контроль,Переключатель,"257-4.3.2.4.",Управление ФРО2 (ГРО7-10),3388
96207,Диспетчерский контроль,Состояние фазы,"257-4.1.1.1.25.",ЩАП-23 Ввод1 Э/щ ПК227,3388
96414,Диспетчерский контроль,Состояние фазы,"257-4.1.1.1.26.",ЩАП-23 Ввод2 Э/щ ПК227,3388
96405,Диспетчерский контроль,Состояние фазы,"257-4.1.1.1.1.","Группа ГРО11 ПК144-156
 ",3388
96406,Диспетчерский контроль,Состояние фазы,"257-4.1.1.1.2.","Группа ГРО12 ПК156-167
",3388
